data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', '592F[4.00,0.00,0.00]=4.99', '5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.98', 'le_us=5554', 'est[0.02,-0.11,-0.03,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.82', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.52']"
"['5B01[4.00,4.00,0.00]=5.60', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.02', 'le_us=6896', 'est[0.01,-0.06,-0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.99', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.55', 'le_us=4333', 'est[-0.04,-0.03,0.00,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.98', '592F[4.00,0.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.57', 'le_us=3143', 'est[-0.03,-0.04,-0.00,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.04', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=5.57']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.27', '1495[0.00,4.00,0.00]=3.95', 'le_us=6500', 'est[-0.02,-0.04,-0.02,49]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.02', '1495[0.00,4.00,0.00]=3.95', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5523', 'est[-0.01,-0.05,-0.04,54]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.08', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.58']"
"['5B01[4.00,4.00,0.00]=5.55', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=3.94', 'le_us=3662', 'est[-0.04,-0.02,-0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.12', '5B01[4.00,4.00,0.00]=5.61']"
"['592F[4.00,0.00,0.00]=4.87', '5B01[4.00,4.00,0.00]=5.55', 'CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.94', 'le_us=5737', 'est[-0.02,-0.03,-0.03,50]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.94', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.58', 'le_us=3021', 'est[-0.01,-0.04,-0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.10', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.59']"
"['5B01[4.00,4.00,0.00]=5.56', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.96', '1495[0.00,4.00,0.00]=3.94', 'le_us=6500', 'est[0.00,-0.04,-0.04,40]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.03', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.55', 'le_us=5554', 'est[0.02,-0.04,-0.04,65]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.00', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.59', 'le_us=3143', 'est[0.02,-0.05,-0.04,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.00', '1495[0.00,4.00,0.00]=3.92', '5B01[4.00,4.00,0.00]=5.48', 'le_us=5706', 'est[0.04,-0.07,-0.06,61]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5676', 'est[0.04,-0.10,-0.07,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5706', 'est[-0.01,-0.06,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.59', 'le_us=4302', 'est[-0.00,-0.09,-0.03,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.15', '1495[0.00,4.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=5.49', 'le_us=5889', 'est[0.02,-0.14,-0.04,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.97', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5523', 'est[0.03,-0.15,-0.03,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.00', 'le_us=610', 'est[0.02,-0.11,-0.02,92]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.07', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5706', 'est[0.02,-0.16,-0.02,73]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.07', '5B01[4.00,4.00,0.00]=5.62']"
"['592F[4.00,0.00,0.00]=4.18', 'CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.01']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.93', '1495[0.00,4.00,0.00]=3.93', '5B01[4.00,4.00,0.00]=5.53', 'le_us=3112', 'est[0.01,-0.10,0.00,68]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.29', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.53', 'le_us=5676', 'est[0.02,-0.12,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.05', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.59', 'le_us=5493', 'est[0.01,-0.10,-0.04,45]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.10', '1495[0.00,4.00,0.00]=4.05', '5B01[4.00,4.00,0.00]=5.52']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.93', '1495[0.00,4.00,0.00]=3.99', 'le_us=3631', 'est[0.00,-0.07,-0.01,26]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.94', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.48']"
"['5B01[4.00,4.00,0.00]=5.55', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.96', '1495[0.00,4.00,0.00]=3.97', 'le_us=6866', 'est[0.01,-0.10,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.79', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.58', 'le_us=5645', 'est[0.01,-0.12,-0.04,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.04', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.47']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.16', '1495[0.00,4.00,0.00]=3.99', 'le_us=6744', 'est[0.02,-0.14,-0.04,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.03', '1495[0.00,4.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5706', 'est[0.03,-0.14,-0.06,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.56', 'le_us=4302', 'est[0.03,-0.15,-0.06,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.15', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.55', 'le_us=5706', 'est[0.04,-0.16,-0.06,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.20', '1495[0.00,4.00,0.00]=3.95', '5B01[4.00,4.00,0.00]=5.52', 'le_us=5706', 'est[0.04,-0.16,-0.07,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.12', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.48', 'le_us=5889', 'est[0.06,-0.18,-0.08,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=5.53']"
"['1495[0.00,4.00,0.00]=4.03', 'CD37[0.00,0.00,0.00]=0.00', '5B01[4.00,4.00,0.00]=5.58', '592F[4.00,0.00,0.00]=4.08']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.30', '1495[0.00,4.00,0.00]=4.01']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.77', '1495[0.00,4.00,0.00]=3.93', '5B01[4.00,4.00,0.00]=5.53', 'le_us=5523', 'est[0.06,-0.15,-0.08,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5279', 'est[0.04,-0.12,-0.06,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.60', 'le_us=5249', 'est[0.03,-0.09,-0.04,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.08', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5706', 'est[0.03,-0.11,-0.05,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.88', '1495[0.00,4.00,0.00]=4.07', '5B01[4.00,4.00,0.00]=5.58', 'le_us=5554', 'est[0.03,-0.10,-0.02,61]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.18', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.53', 'le_us=5889', 'est[0.03,-0.15,-0.03,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.17', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.58', 'le_us=5676', 'est[0.03,-0.16,-0.04,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.23', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5706', 'est[0.04,-0.16,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.90', '1495[0.00,4.00,0.00]=3.92', 'le_us=793', 'est[0.03,-0.13,-0.00,17]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.18', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.61', 'le_us=5706', 'est[0.01,-0.11,-0.02,40]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.78', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.59', 'le_us=5584', 'est[0.01,-0.13,-0.02,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.97', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.49']"
"['5B01[4.00,4.00,0.00]=5.58', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.05', '1495[0.00,4.00,0.00]=3.97', 'le_us=6500', 'est[0.02,-0.11,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.06', '1495[0.00,4.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=5.58', 'le_us=5554', 'est[0.03,-0.10,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.04', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.56']"
"['5B01[4.00,4.00,0.00]=5.58', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.00', 'le_us=5371', 'est[0.03,-0.13,-0.03,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.16', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.54']"
"['5B01[4.00,4.00,0.00]=5.63', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.16', '1495[0.00,4.00,0.00]=3.99', 'le_us=6500', 'est[0.02,-0.12,-0.04,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.10', '1495[0.00,4.00,0.00]=4.01']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.96', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5706', 'est[-0.03,-0.08,0.00,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.06', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.55', 'le_us=5554', 'est[-0.00,-0.07,-0.01,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.19', '1495[0.00,4.00,0.00]=3.88', '5B01[4.00,4.00,0.00]=5.53', 'le_us=5554', 'est[0.00,-0.05,-0.03,15]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.61', 'le_us=5218', 'est[-0.00,-0.04,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.12', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.52']"
"['5B01[4.00,4.00,0.00]=5.61', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.97', '1495[0.00,4.00,0.00]=3.89', 'le_us=6469', 'est[-0.02,-0.03,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.73', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5493', 'est[-0.01,-0.04,-0.04,63]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.93', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.59', 'le_us=3356', 'est[-0.01,-0.05,-0.04,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.13', '1495[0.00,4.00,0.00]=3.93', '5B01[4.00,4.00,0.00]=5.55', 'le_us=5493', 'est[0.01,-0.04,-0.05,42]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.06', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.64']"
"['5B01[4.00,4.00,0.00]=5.63', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=3.94', 'le_us=3723', 'est[-0.01,-0.04,-0.02,66]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.25', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5706', 'est[-0.01,-0.10,-0.02,73]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.05', '1495[0.00,4.00,0.00]=3.93', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5523', 'est[-0.00,-0.09,-0.04,31]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.12', '1495[0.00,4.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=5.48', 'le_us=5859', 'est[0.03,-0.13,-0.05,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.57', 'le_us=2990', 'est[0.03,-0.12,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.11', '1495[0.00,4.00,0.00]=3.93', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5615', 'est[0.03,-0.10,-0.05,31]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.17', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.58', 'le_us=5493', 'est[0.03,-0.09,-0.05,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.64', 'le_us=793', 'est[0.01,-0.09,-0.02,83]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.04', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.53', 'le_us=5859', 'est[0.02,-0.14,-0.03,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.28', '5B01[4.00,4.00,0.00]=5.54']"
"['592F[4.00,0.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.63', 'CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.94', 'le_us=5859', 'est[0.00,-0.11,-0.04,67]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.03', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.61', 'le_us=5218', 'est[-0.01,-0.09,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.23', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.67']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.19', '1495[0.00,4.00,0.00]=3.99', 'le_us=6744', 'est[0.00,-0.11,-0.04,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.63', 'le_us=3845', 'est[0.00,-0.08,-0.03,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.61', 'le_us=5218', 'est[0.00,-0.06,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.21', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.58', 'le_us=5523', 'est[0.01,-0.07,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.36', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.54']"
"['5B01[4.00,4.00,0.00]=5.55', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.93', '1495[0.00,4.00,0.00]=3.99', 'le_us=3509', 'est[0.01,-0.10,-0.02,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.09', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.69']"
"['5B01[4.00,4.00,0.00]=5.65', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.00', '1495[0.00,4.00,0.00]=3.98', 'le_us=2746', 'est[0.01,-0.07,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.93', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.52', 'le_us=5889', 'est[0.02,-0.12,-0.03,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.57', 'le_us=4333', 'est[-0.00,-0.08,-0.01,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.35', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.63']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=4.02', 'le_us=6530', 'est[-0.02,-0.05,0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.85', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.64']"
"['5B01[4.00,4.00,0.00]=5.63', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.07', '1495[0.00,4.00,0.00]=3.94', 'le_us=6500', 'est[-0.03,-0.05,-0.01,67]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.15', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.62']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.16', '1495[0.00,4.00,0.00]=4.00', 'le_us=6622', 'est[-0.02,-0.09,-0.01,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.99', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.53', 'le_us=3631', 'est[-0.09,-0.05,0.01,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.55']"
"['1495[0.00,4.00,0.00]=3.97', 'CD37[0.00,0.00,0.00]=0.00', '5B01[4.00,4.00,0.00]=5.56', '592F[4.00,0.00,0.00]=4.32', 'le_us=6225', 'est[-0.05,-0.06,0.01,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.79', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.60']"
"['5B01[4.00,4.00,0.00]=5.54', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.07', '1495[0.00,4.00,0.00]=4.00', 'le_us=7080', 'est[-0.03,-0.14,0.01,74]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.16', '1495[0.00,4.00,0.00]=3.95', '5B01[4.00,4.00,0.00]=5.55', 'le_us=5554', 'est[-0.01,-0.12,-0.01,62]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.92', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.63', 'le_us=5401', 'est[-0.01,-0.11,-0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.56', 'le_us=3295', 'est[-0.05,-0.07,0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.22', '1495[0.00,4.00,0.00]=3.95', '5B01[4.00,4.00,0.00]=5.52', 'le_us=5706', 'est[-0.02,-0.09,-0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.94', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5523', 'est[-0.03,-0.06,0.01,40]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.64', 'le_us=823', 'est[-0.04,-0.05,-0.00,88]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.16', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.61', 'le_us=5523', 'est[-0.03,-0.06,-0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.10', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.53', 'le_us=5737', 'est[-0.00,-0.09,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.09', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.58']"
"['5B01[4.00,4.00,0.00]=5.68', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=3.98', 'le_us=5065', 'est[-0.00,-0.06,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.08', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.59', 'le_us=5523', 'est[0.01,-0.07,-0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.07', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.51', 'le_us=5859', 'est[0.02,-0.12,-0.03,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.62']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.13', '1495[0.00,4.00,0.00]=4.05']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.10', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.63', 'le_us=5523', 'est[0.02,-0.12,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.93', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.60', 'le_us=3387', 'est[0.01,-0.11,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.99', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.62', 'le_us=5493', 'est[0.01,-0.10,-0.04,71]']"
